_id,spotify_features.danceability,spotify_features.energy,spotify_features.key,spotify_features.loudness,spotify_features.mode,spotify_features.speechiness,spotify_features.acousticness,spotify_features.instrumentalness,spotify_features.liveness,spotify_features.valence,spotify_features.tempo,spotify_features.type,spotify_features.duration_ms,spotify_features.time_signature
5f6a627061d3b237bb0162a0,0.477,0.853,8,-5.155,1,0.0995,0.00154,0.0000029,0.202,0.403,152.002,audio_features,201120,4
5f6a627061d3b237bb0162a1,0.602,0.72,5,-5.617,0,0.0549,0.0257,0.00205,0.0855,0.356,131.133,audio_features,231267,4
5f6a627061d3b237bb0162a2,0.504,0.465,8,-7.827,1,0.0285,0.193,0.000332,0.105,0.234,113.844,audio_features,279560,4
5f6a627061d3b237bb0162a3,0.596,0.9,8,-4.442,1,0.0306,0.000241,0.00434,0.0458,0.822,97.136,audio_features,191973,4
5f6a627061d3b237bb0162a4,0.409,0.935,5,-4.361,1,0.0489,0.00000729,0.0267,0.398,0.488,151.961,audio_features,202253,4
5f6a627061d3b237bb0162a5,0.564,0.788,0,-5.87,1,0.0603,0.00471,0.0000968,0.108,0.648,83.149,audio_features,241440,4
5f6a627061d3b237bb0162a6,0.434,0.53,9,-9.501,1,0.0446,0.108,0.265,0.108,0.416,169.306,audio_features,262333,4
5f6a627061d3b237bb0162a7,,,,,,,,,,,,,,
5f6a627061d3b237bb0162a8,0.608,0.915,10,-5.738,0,0.137,0.000416,0.224,0.116,0.579,96.509,audio_features,200587,4
5f6a627061d3b237bb0162a9,0.471,0.456,4,-10.395,0,0.0331,0.738,0.481,0.346,0.161,130.612,audio_features,232707,3
5f6a627061d3b237bb0162aa,0.436,0.887,11,-4.748,1,0.0799,0.00613,0.00509,0.0993,0.437,165.033,audio_features,216187,4
5f6a627061d3b237bb0162ab,0.407,0.35,1,-12.58,1,0.0276,0.655,0.00000632,0.0753,0.576,89.546,audio_features,134307,3
5f6a627061d3b237bb0162ac,0.362,0.673,4,-9.006,1,0.0358,0.077,0.721,0.176,0.653,93.279,audio_features,268347,4
5f6a627061d3b237bb0162ad,0.599,0.381,9,-9.673,0,0.0472,0.806,0.00000117,0.0869,0.449,88.469,audio_features,138093,4
5f6a627061d3b237bb0162ae,0.405,0.344,6,-15.766,1,0.0441,0.443,0.778,0.509,0.255,111.476,audio_features,183000,5
5f6a627061d3b237bb0162af,0.478,0.902,5,-5.335,0,0.0414,0.156,0.00014,0.114,0.712,100.237,audio_features,269707,4
5f6a627061d3b237bb0162b0,0.557,0.617,5,-11.396,1,0.0322,0.765,0.868,0.0887,0.578,98.469,audio_features,453053,4
5f6a627061d3b237bb0162b1,0.384,0.933,5,-7.013,0,0.0399,0.000363,0.419,0.0488,0.645,162.371,audio_features,205413,4
5f6a627061d3b237bb0162b2,0.517,0.294,0,-11.324,1,0.0358,0.767,0,0.152,0.334,110.004,audio_features,179733,4
5f6a627061d3b237bb0162b3,0.587,0.788,10,-8.844,0,0.0266,0.0000869,0.433,0.364,0.556,99.972,audio_features,170280,4
5f6a627061d3b237bb0162b4,0.367,0.492,6,-9.711,1,0.0278,0.844,0.0774,0.113,0.324,96.305,audio_features,250653,4
5f6a627061d3b237bb0162b5,0.35,0.482,0,-8.957,1,0.0332,0.615,0,0.108,0.128,117.371,audio_features,261907,4
5f6a627061d3b237bb0162b6,0.685,0.433,0,-13.549,0,0.0451,0.0597,0.294,0.129,0.941,164.279,audio_features,105440,4
5f6a627061d3b237bb0162b7,0.31,0.424,10,-17.253,1,0.0352,0.894,0.928,0.164,0.242,165.338,audio_features,319308,4
5f6a627061d3b237bb0162b8,0.635,0.868,9,-6.876,0,0.049,0.0417,0.376,0.656,0.891,146.416,audio_features,73333,4
5f6a627061d3b237bb0162b9,0.291,0.0728,5,-16.791,0,0.0434,0.971,0.77,0.116,0.169,172.824,audio_features,225394,4
5f6a627061d3b237bb0162ba,0.256,0.716,9,-10.972,0,0.038,0.512,0.822,0.0986,0.312,168.262,audio_features,247507,4
5f6a627061d3b237bb0162bb,0.399,0.502,1,-10.129,1,0.0408,0.0714,0.00126,0.261,0.643,116.452,audio_features,180000,4
5f6a627061d3b237bb0162bc,0.616,0.604,0,-5.907,0,0.0378,0.064,0.905,0.09,0.677,134.614,audio_features,174067,4
5f6a627061d3b237bb0162bd,0.304,0.581,11,-7.703,0,0.0371,0.22,0.762,0.135,0.216,169.651,audio_features,279600,4
5f6a627061d3b237bb0162be,0.617,0.361,1,-10.604,1,0.033,0.787,0.000807,0.124,0.212,124.823,audio_features,313027,4
5f6a627061d3b237bb0162bf,,,,,,,,,,,,,,
5f6a627061d3b237bb0162c0,0.633,0.611,10,-8.671,0,0.0278,0.00731,0.812,0.357,0.65,129.034,audio_features,183000,4
5f6a627061d3b237bb0162c1,0.589,0.555,6,-10.829,1,0.0357,0.0109,0.00194,0.683,0.6,97.739,audio_features,260707,4
5f6a627061d3b237bb0162c2,0.596,0.439,10,-12.76,0,0.034,0.224,0.577,0.114,0.295,116.012,audio_features,233311,4
5f6a627061d3b237bb0162c3,0.482,0.808,10,-7.846,0,0.0412,0.0000139,0.721,0.0838,0.852,164.029,audio_features,188293,4
5f6a627061d3b237bb0162c4,,,,,,,,,,,,,,
5f6a627061d3b237bb0162c5,,,,,,,,,,,,,,
5f6a627061d3b237bb0162c6,0.638,0.763,5,-6.373,1,0.0378,0.0119,0.00176,0.113,0.148,115.543,audio_features,204052,3
5f6a627061d3b237bb0162c7,0.391,0.887,0,-4.612,0,0.0597,0.00316,0.0556,0.0882,0.32,101.969,audio_features,255000,4
5f6a627061d3b237bb0162c8,0.418,0.971,10,-3.664,0,0.0811,0.0000204,0.77,0.294,0.424,90.109,audio_features,153027,4
5f6a627061d3b237bb0162c9,0.397,0.942,1,-2.53,1,0.0869,0.000227,0.24,0.14,0.356,158.99,audio_features,232307,4
5f6a627061d3b237bb0162ca,0.595,0.9,1,-4.564,1,0.0299,0.00000325,0.262,0.124,0.396,107.044,audio_features,217467,4
5f6a627061d3b237bb0162cb,0.394,0.51,6,-8.407,1,0.0335,0.00367,0.378,0.112,0.1,108.275,audio_features,324027,4
5f6a627061d3b237bb0162cc,0.474,0.879,11,-4.9,1,0.0469,0.00208,0.0352,0.135,0.385,123.864,audio_features,228107,4
5f6a627061d3b237bb0162cd,0.424,0.501,10,-13.506,0,0.0474,0.209,0.0077,0.1,0.112,110.641,audio_features,211227,5
5f6a627061d3b237bb0162ce,0.513,0.962,10,-5.93,0,0.0752,0.00031,0.686,0.245,0.488,142.211,audio_features,246907,4
5f6a627061d3b237bb0162cf,0.81,0.661,10,-3.729,1,0.0325,0.283,0.0000729,0.132,0.641,102.058,audio_features,140760,4
5f6a627061d3b237bb0162d0,0.449,0.89,6,-5.965,0,0.0462,0.0000021,0.931,0.12,0.523,142.006,audio_features,226107,4
5f6a627061d3b237bb0162d1,0.513,0.389,8,-10.416,1,0.0265,0.134,0.000414,0.106,0.166,98.759,audio_features,262333,4
5f6a627061d3b237bb0162d2,0.363,0.529,6,-7.239,1,0.0272,0.583,0.000987,0.0865,0.108,169.425,audio_features,316531,4
5f6a627061d3b237bb0162d3,0.386,0.44,9,-8.756,0,0.046,0.481,0,0.403,0.103,125.709,audio_features,168147,4
5f6a627061d3b237bb0162d4,0.57,0.757,10,-7.553,1,0.0315,0.000697,0.101,0.58,0.553,142.313,audio_features,167053,4
5f6a627061d3b237bb0162d5,0.357,0.909,1,-8.5,1,0.0513,0.0000208,0.0281,0.216,0.414,169.553,audio_features,185160,4
5f6a627061d3b237bb0162d6,0.409,0.935,5,-4.361,1,0.0489,0.00000729,0.0267,0.398,0.488,151.961,audio_features,202253,4
5f6a627061d3b237bb0162d7,0.478,0.923,10,-7.547,1,0.0569,0.000027,0.719,0.325,0.165,133.134,audio_features,213800,4
5f6a627061d3b237bb0162d8,0.436,0.887,11,-4.748,1,0.0799,0.00613,0.00509,0.0993,0.437,165.033,audio_features,216187,4
5f6a627061d3b237bb0162d9,0.512,0.909,4,-4.643,0,0.104,0.0975,0.0002,0.0943,0.283,155.139,audio_features,175387,4
5f6a627061d3b237bb0162da,0.52,0.749,4,-6.21,0,0.0277,0.0000164,0.0000251,0.0711,0.362,112.388,audio_features,195680,3
5f6a627061d3b237bb0162db,0.394,0.948,8,-4.677,1,0.0595,0.000286,0.00000784,0.0867,0.357,153.019,audio_features,291404,4
5f6a627061d3b237bb0162dc,0.614,0.805,7,-5.206,0,0.0343,0.00326,0,0.315,0.306,110.048,audio_features,214738,4
5f6a627061d3b237bb0162dd,0.596,0.9,8,-4.442,1,0.0306,0.000241,0.00434,0.0458,0.822,97.136,audio_features,191973,4
5f6a627061d3b237bb0162de,0.513,0.962,10,-5.93,0,0.0752,0.00031,0.686,0.245,0.488,142.211,audio_features,246907,4
5f6a627061d3b237bb0162df,0.255,0.607,10,-7.722,0,0.0343,0.000294,0.06,0.134,0.189,133.431,audio_features,248893,4
5f6a627061d3b237bb0162e0,0.445,0.615,10,-9.306,0,0.0328,0.0123,0.00031,0.175,0.354,91.947,audio_features,294604,4
5f6a627061d3b237bb0162e1,0.371,0.485,6,-7.909,1,0.0283,0.218,0.000256,0.0925,0.149,176.093,audio_features,402738,4
5f6a627061d3b237bb0162e2,0.37,0.636,5,-6.303,1,0.03,0.0000715,0.00806,0.349,0.192,155.491,audio_features,224560,4
5f6a627061d3b237bb0162e3,0.328,0.904,3,-5.063,0,0.0455,0.0000423,0.0591,0.11,0.518,186.253,audio_features,190573,4
5f6a627061d3b237bb0162e4,0.51,0.741,5,-6.521,0,0.0281,0.212,0.000899,0.177,0.287,135.309,audio_features,259547,4
5f6a627061d3b237bb0162e5,,,,,,,,,,,,,,
5f6a627061d3b237bb0162e6,,,,,,,,,,,,,,
5f6a627061d3b237bb0162e7,0.387,0.898,8,-6.835,1,0.0675,0.0372,0.0000404,0.11,0.202,81.354,audio_features,254760,4
5f6a627061d3b237bb0162e8,0.354,0.954,4,-7.061,1,0.0987,0.000585,0.8,0.362,0.261,104.634,audio_features,198173,4
5f6a627061d3b237bb0162e9,0.273,0.933,10,-6.599,1,0.0988,0.0000771,0.763,0.232,0.314,85.194,audio_features,238400,4
5f6a627061d3b237bb0162ea,0.335,0.342,8,-14.15,1,0.032,0.0989,0.695,0.333,0.077,111.371,audio_features,319667,5
5f6a627061d3b237bb0162eb,0.255,0.607,10,-7.722,0,0.0343,0.000294,0.06,0.134,0.189,133.431,audio_features,248893,4
5f6a627061d3b237bb0162ec,0.311,0.92,8,-6.771,1,0.0531,0.0000162,0.855,0.0897,0.0713,118.194,audio_features,229173,4
5f6a627061d3b237bb0162ed,0.674,0.356,3,-14.694,0,0.0306,0.739,0.482,0.115,0.165,130.735,audio_features,179293,4
5f6a627061d3b237bb0162ee,0.478,0.923,10,-7.547,1,0.0569,0.000027,0.719,0.325,0.165,133.134,audio_features,213800,4
5f6a627061d3b237bb0162ef,0.465,0.225,10,-16.118,1,0.0355,0.513,0.0431,0.101,0.0419,121.896,audio_features,345267,3
5f6a627061d3b237bb0162f0,0.217,0.729,8,-9.223,1,0.0433,0.275,0.285,0.107,0.159,121.884,audio_features,185533,4
5f6a627061d3b237bb0162f1,0.39,0.815,10,-7.879,0,0.121,0.00000908,0.943,0.108,0.474,123.7,audio_features,181040,4
5f6a627061d3b237bb0162f2,0.566,0.325,8,-15.07,1,0.0322,0.493,0.913,0.113,0.0393,84.287,audio_features,373460,4
5f6a627061d3b237bb0162f3,,,,,,,,,,,,,,
5f6a627061d3b237bb0162f4,0.4,0.948,7,-4.597,1,0.0533,0.000131,0.000816,0.0906,0.182,155.001,audio_features,227733,4
5f6a627061d3b237bb0162f5,0.503,0.895,5,-5.555,1,0.0375,0.000097,0.0000365,0.101,0.329,138.409,audio_features,211747,4
5f6a627061d3b237bb0162f6,0.338,0.621,2,-6.371,0,0.0381,0.000428,0.295,0.228,0.505,152.413,audio_features,332293,4
5f6a627061d3b237bb0162f7,0.57,0.757,10,-7.553,1,0.0315,0.000697,0.101,0.58,0.553,142.313,audio_features,167053,4
5f6a627061d3b237bb0162f8,0.504,0.698,0,-6.815,0,0.032,0.000195,0.000234,0.0788,0.228,142.506,audio_features,267827,4
5f6a627061d3b237bb0162f9,0.49,0.722,0,-5.345,1,0.0427,0.0000412,0.0000172,0.0869,0.333,124.994,audio_features,211507,4
5f6a627061d3b237bb0162fa,0.645,0.665,8,-8.548,1,0.0435,0.00911,0.077,0.106,0.125,140.445,audio_features,244920,4
5f6a627061d3b237bb0162fb,0.524,0.911,3,-5.738,1,0.0396,0.0000149,0.00443,0.365,0.6,137.36,audio_features,202573,4
5f6a627061d3b237bb0162fc,0.598,0.613,4,-6.928,1,0.0356,0.0000392,0.0695,0.134,0.29,115.332,audio_features,282507,4
5f6a627061d3b237bb0162fd,0.555,0.564,0,-8.159,1,0.0306,0.00281,0.0071,0.114,0.27,136.376,audio_features,230893,4
5f6a627061d3b237bb0162fe,0.434,0.872,2,-5.678,1,0.0571,0.00000488,0.257,0.0426,0.303,155.445,audio_features,223880,4
5f6a627061d3b237bb0162ff,0.361,0.659,0,-8.071,0,0.0405,0.000146,0.179,0.098,0.0955,168.614,audio_features,275760,4
5f6a627061d3b237bb016300,0.521,0.51,11,-6.781,1,0.0296,0.0309,0.00783,0.129,0.211,183.767,audio_features,253853,4
5f6a627061d3b237bb016301,0.394,0.948,8,-4.677,1,0.0595,0.000286,0.00000784,0.0867,0.357,153.019,audio_features,291404,4
5f6a627061d3b237bb016302,0.648,0.916,9,-5.166,0,0.0577,0.0136,0,0.26,0.167,133.048,audio_features,207831,4
5f6a627061d3b237bb016303,0.614,0.805,7,-5.206,0,0.0343,0.00326,0,0.315,0.306,110.048,audio_features,214738,4
5f6a627061d3b237bb016304,0.445,0.615,10,-9.306,0,0.0328,0.0123,0.00031,0.175,0.354,91.947,audio_features,294604,4
5f6a627061d3b237bb016305,0.584,0.917,11,-4.528,0,0.107,0.0000786,0,0.0596,0.456,138.931,audio_features,218004,4
5f6a627061d3b237bb016306,0.522,0.864,1,-6.542,1,0.0322,0.0123,0.0502,0.291,0.697,174.001,audio_features,281804,4
5f6a627061d3b237bb016307,0.519,0.595,10,-6.525,0,0.0395,0.00567,0.00233,0.108,0.643,201.968,audio_features,348178,4
5f6a627061d3b237bb016308,0.519,0.951,10,-4.147,1,0.145,0.000343,0.0000148,0.313,0.481,143.043,audio_features,225991,4
5f6a627061d3b237bb016309,0.358,0.961,8,-6.288,0,0.0817,0.02,0.000141,0.0998,0.435,114.161,audio_features,360818,4
5f6a627061d3b237bb01630a,0.371,0.485,6,-7.909,1,0.0283,0.218,0.000256,0.0925,0.149,176.093,audio_features,402738,4
5f6a627061d3b237bb01630b,0.343,0.629,8,-7.939,1,0.0532,0.0244,0.908,0.11,0.226,95.835,audio_features,305000,5
5f6a627061d3b237bb01630c,0.588,0.755,8,-6.842,1,0.0434,0.0497,0.684,0.163,0.437,102.945,audio_features,285040,4
5f6a627061d3b237bb01630d,0.442,0.688,1,-8.064,0,0.057,0.0328,0.824,0.366,0.543,66.646,audio_features,297853,4
5f6a627061d3b237bb01630e,0.673,0.644,1,-8.158,1,0.0275,0.0872,0.664,0.25,0.604,110,audio_features,220213,4
5f6a627061d3b237bb01630f,0.653,0.549,1,-8.618,1,0.0275,0.0151,0.742,0.11,0.352,119.997,audio_features,453933,4
5f6a627061d3b237bb016310,0.425,0.132,0,-15.965,0,0.0367,0.846,0.942,0.321,0.191,130.224,audio_features,157773,4
5f6a627061d3b237bb016311,0.498,0.843,6,-5.797,1,0.0659,0.0023,0.899,0.132,0.457,129.956,audio_features,360120,4
5f6a627061d3b237bb016312,0.657,0.498,11,-11.529,1,0.262,0.405,0.000479,0.107,0.46,164.25,audio_features,305240,4
5f6a627061d3b237bb016313,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,audio_features,252267,4
5f6a627061d3b237bb016314,0.659,0.617,6,-6.157,1,0.038,0.0355,0.16,0.185,0.25,84.078,audio_features,237600,4
5f6a627061d3b237bb016315,0.668,0.52,9,-11.098,1,0.0444,0.698,0.0165,0.13,0.556,153.963,audio_features,257160,4
5f6a627061d3b237bb016316,0.639,0.37,6,-10.883,1,0.0723,0.504,0.587,0.117,0.707,80.152,audio_features,293200,4
5f6a627061d3b237bb016317,0.326,0.447,6,-6.11,1,0.0356,0.056,0.000018,0.0812,0.22,78.052,audio_features,235800,4
5f6a627061d3b237bb016318,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,audio_features,303973,4
5f6a627061d3b237bb016319,0.411,0.464,0,-10.568,0,0.076,0.154,0.721,0.117,0.377,84.125,audio_features,220400,4
5f6a627061d3b237bb01631a,0.737,0.455,8,-7.997,0,0.0805,0.73,0.055,0.0717,0.339,136.03,audio_features,302600,4
5f6a627061d3b237bb01631b,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,audio_features,308627,4
5f6a627061d3b237bb01631c,0.461,0.847,10,-2.398,0,0.0508,0.138,0.0000304,0.113,0.18,76.763,audio_features,279267,4
5f6a627061d3b237bb01631d,0.601,0.656,8,-2.692,0,0.0403,0.11,0.0148,0.103,0.342,60.161,audio_features,240640,4
5f6a627061d3b237bb01631e,0.241,0.281,0,-8.726,1,0.0416,0.45,0.00000682,0.0937,0.0321,222.605,audio_features,260027,3
5f6a627061d3b237bb01631f,0.276,0.556,2,-9.448,1,0.043,0.121,0.0171,0.245,0.0546,130.754,audio_features,227893,4
5f6a627061d3b237bb016320,0.632,0.712,1,-9.439,1,0.0434,0.453,0.000247,0.113,0.175,74.132,audio_features,235533,4
5f6a627061d3b237bb016321,0.592,0.488,4,-7.596,1,0.0332,0.238,0.0742,0.822,0.0591,74.007,audio_features,362333,4
5f6a627061d3b237bb016322,0.439,0.508,0,-8.234,0,0.0313,0.25,0.18,0.123,0.0582,141.985,audio_features,252227,4
5f6a627061d3b237bb016323,0.489,0.82,4,-5.449,1,0.12,0.459,0.0000232,0.0868,0.298,76.181,audio_features,256040,4
5f6a627061d3b237bb016324,0.581,0.316,5,-12.212,1,0.19,0.334,0.0145,0.148,0.108,120.349,audio_features,299560,4
5f6a627061d3b237bb016325,0.264,0.491,1,-5.534,0,0.0577,0.00405,0.0485,0.234,0.0385,79.98,audio_features,354640,4
5f6a627061d3b237bb016326,0.641,0.292,4,-12.674,0,0.0925,0.509,0.000198,0.329,0.216,138.289,audio_features,239333,4
5f6a627061d3b237bb016327,0.592,0.488,4,-7.596,1,0.0332,0.238,0.0742,0.822,0.0591,74.007,audio_features,362333,4
5f6a627061d3b237bb016328,0.461,0.847,10,-2.398,0,0.0508,0.138,0.0000304,0.113,0.18,76.763,audio_features,279267,4
5f6a627061d3b237bb016329,0.601,0.656,8,-2.692,0,0.0403,0.11,0.0148,0.103,0.342,60.161,audio_features,240640,4
5f6a627061d3b237bb01632a,0.657,0.498,11,-11.529,1,0.262,0.405,0.000479,0.107,0.46,164.25,audio_features,305240,4
5f6a627061d3b237bb01632b,0.581,0.316,5,-12.212,1,0.19,0.334,0.0145,0.148,0.108,120.349,audio_features,299560,4
5f6a627061d3b237bb01632c,0.276,0.556,2,-9.448,1,0.043,0.121,0.0171,0.245,0.0546,130.754,audio_features,227893,4
5f6a627061d3b237bb01632d,0.632,0.712,1,-9.439,1,0.0434,0.453,0.000247,0.113,0.175,74.132,audio_features,235533,4
5f6a627061d3b237bb01632e,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,audio_features,308627,4
5f6a627061d3b237bb01632f,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,audio_features,252267,4
5f6a627061d3b237bb016330,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,audio_features,303973,4
5f6a627061d3b237bb016331,0.659,0.617,6,-6.157,1,0.038,0.0355,0.16,0.185,0.25,84.078,audio_features,237600,4
5f6a627061d3b237bb016332,0.419,0.825,11,-7.453,1,0.091,0.195,0.146,0.339,0.104,127.528,audio_features,299587,3
5f6a627061d3b237bb016333,0.523,0.408,10,-9.563,0,0.0369,0.896,0.134,0.098,0.157,134.179,audio_features,237413,4
5f6a627061d3b237bb016334,0.696,0.674,7,-9.953,1,0.159,0.867,0.371,0.229,0.35,127.909,audio_features,196600,4
5f6a627061d3b237bb016335,0.471,0.484,9,-9.414,0,0.0317,0.925,0.499,0.0987,0.236,74.982,audio_features,270947,4
5f6a627061d3b237bb016336,0.353,0.553,2,-8.145,1,0.0856,0.753,0.0415,0.0861,0.0652,153.656,audio_features,207573,4
5f6a627061d3b237bb016337,0.56,0.913,3,-5.234,1,0.0353,0.502,0.582,0.295,0.414,126.996,audio_features,387787,4
5f6a627061d3b237bb016338,0.709,0.0741,6,-16.567,1,0.0349,0.987,0.0251,0.122,0.383,91.311,audio_features,90880,4
5f6a627061d3b237bb016339,0.565,0.575,11,-6.116,1,0.0409,0.015,0.00225,0.106,0.0601,105.12,audio_features,283440,4
5f6a627061d3b237bb01633a,0.284,0.336,0,-7.333,1,0.0375,0.0604,0.25,0.163,0.0377,136.557,audio_features,405733,4
5f6a627061d3b237bb01633b,0.592,0.792,2,-6.105,0,0.0554,0.111,0.684,0.0927,0.546,100.184,audio_features,211933,4
5f6a627061d3b237bb01633c,0.282,0.372,9,-7.658,1,0.0318,0.152,0.265,0.0823,0.0974,150.55,audio_features,347787,4
5f6a627061d3b237bb01633d,0.592,0.488,4,-7.596,1,0.0332,0.238,0.0742,0.822,0.0591,74.007,audio_features,362333,4
5f6a627061d3b237bb01633e,0.461,0.847,10,-2.398,0,0.0508,0.138,0.0000304,0.113,0.18,76.763,audio_features,279267,4
5f6a627061d3b237bb01633f,0.601,0.656,8,-2.692,0,0.0403,0.11,0.0148,0.103,0.342,60.161,audio_features,240640,4
5f6a627061d3b237bb016340,0.657,0.498,11,-11.529,1,0.262,0.405,0.000479,0.107,0.46,164.25,audio_features,305240,4
5f6a627061d3b237bb016341,0.581,0.316,5,-12.212,1,0.19,0.334,0.0145,0.148,0.108,120.349,audio_features,299560,4
5f6a627061d3b237bb016342,0.276,0.556,2,-9.448,1,0.043,0.121,0.0171,0.245,0.0546,130.754,audio_features,227893,4
5f6a627061d3b237bb016343,0.632,0.712,1,-9.439,1,0.0434,0.453,0.000247,0.113,0.175,74.132,audio_features,235533,4
5f6a627061d3b237bb016344,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,audio_features,308627,4
5f6a627061d3b237bb016345,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,audio_features,252267,4
5f6a627061d3b237bb016346,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,audio_features,303973,4
5f6a627061d3b237bb016347,0.659,0.617,6,-6.157,1,0.038,0.0355,0.16,0.185,0.25,84.078,audio_features,237600,4
5f6a627061d3b237bb016348,0.77,0.776,11,-6.417,0,0.0388,0.0448,0.0308,0.204,0.779,119.981,audio_features,240467,4
5f6a627061d3b237bb016349,0.689,0.948,2,-6.582,0,0.0448,0.0152,0.00441,0.164,0.812,142.005,audio_features,255293,4
5f6a627061d3b237bb01634a,0.54,0.653,1,-7.767,0,0.0389,0.0232,0.000559,0.075,0.479,170.029,audio_features,191240,4
5f6a627061d3b237bb01634b,0.686,0.667,10,-7.821,0,0.0504,0.00677,0.74,0.103,0.201,109.998,audio_features,227000,4
5f6a627061d3b237bb01634c,0.654,0.862,9,-6.26,0,0.0318,0.00829,0.000333,0.351,0.435,123.028,audio_features,195000,4
5f6a627061d3b237bb01634d,0.8,0.991,3,-6.824,0,0.0442,0.00481,0.0184,0.0403,0.976,122.003,audio_features,172493,4
5f6a627061d3b237bb01634e,0.637,0.841,4,-7.97,1,0.0654,0.0000566,0.539,0.32,0.749,120.001,audio_features,195227,4
5f6a627061d3b237bb01634f,0.658,0.706,9,-8.475,0,0.0347,0.0856,0.000279,0.0605,0.342,104.007,audio_features,275613,4
5f6a627061d3b237bb016350,0.683,0.507,4,-8.836,0,0.0359,0.0000784,0.0525,0.0752,0.526,125.013,audio_features,220667,4
5f6a627061d3b237bb016351,0.661,0.556,11,-10.241,0,0.0285,0.0552,0.000274,0.0645,0.567,115.019,audio_features,204000,4
5f6a627061d3b237bb016352,0.515,0.779,4,-5.904,0,0.0419,0.00644,0.000174,0.135,0.072,123.971,audio_features,256000,4
5f6a627061d3b237bb016353,0.501,0.786,4,-7.235,0,0.0693,0.0027,0.0175,0.0662,0.269,177.06,audio_features,234000,4
5f6a627061d3b237bb016354,0.59,0.886,2,-7.869,1,0.032,0.0406,0.0703,0.376,0.638,126.974,audio_features,221067,4
5f6a627061d3b237bb016355,0.416,0.421,9,-8.577,0,0.0298,0.137,0.136,0.104,0.201,140.032,audio_features,255147,4
5f6a627061d3b237bb016356,0.606,0.464,9,-14.082,0,0.037,0.579,0.87,0.338,0.0379,120.004,audio_features,391787,4
5f6a627061d3b237bb016357,0.376,0.34,2,-19.672,1,0.537,0.463,0.0523,0.249,0.112,178.127,audio_features,42733,3
5f6a627061d3b237bb016358,0.844,0.665,4,-11.633,1,0.0463,0.148,0.149,0.101,0.496,126.425,audio_features,173333,5
5f6a627061d3b237bb016359,0.72,0.822,6,-11.747,0,0.106,0.0123,0.0534,0.194,0.198,119.928,audio_features,252507,4
5f6a627061d3b237bb01635a,0.577,0.642,7,-12.851,0,0.0274,0.0754,0.572,0.0551,0.83,90.514,audio_features,270107,4
5f6a627061d3b237bb01635b,0.508,0.887,1,-12.377,0,0.0661,0.0099,0.392,0.345,0.724,122.655,audio_features,190840,4
5f6a627061d3b237bb01635c,0.643,0.919,4,-10.375,0,0.031,0.0143,0.216,0.0421,0.862,108.347,audio_features,257760,4
5f6a627061d3b237bb01635d,0.446,0.904,9,-11.605,1,0.0568,0.0034,0.262,0.0422,0.583,96.855,audio_features,207600,4
5f6a627061d3b237bb01635e,0.341,0.481,7,-23.548,0,0.199,0.711,0,0.0523,0.307,121.404,audio_features,37400,1
5f6a627061d3b237bb01635f,0.511,0.983,6,-3.702,0,0.141,0.00177,0.169,0.504,0.333,128.315,audio_features,254560,4
5f6a627061d3b237bb016360,0.714,0.412,6,-17.68,1,0.0379,0.076,0.797,0.338,0.507,111.772,audio_features,100400,4
5f6a627061d3b237bb016361,0.686,0.888,6,-4.769,0,0.0592,0.00174,0.454,0.286,0.705,100.036,audio_features,317240,4
5f6a627061d3b237bb016362,0.383,0.676,4,-13.798,1,0.0548,0.00582,0.45,0.107,0.309,114.524,audio_features,460600,4
5f6a627061d3b237bb016363,0.511,0.89,9,-13.203,1,0.0524,0.164,0.157,0.674,0.106,127.716,audio_features,160667,5
5f6a627061d3b237bb016364,0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,audio_features,280000,4
5f6a627061d3b237bb016365,0.707,0.814,2,-10.677,1,0.0288,0.0859,0.00281,0.234,0.697,121.92,audio_features,234133,4
5f6a627061d3b237bb016366,0.548,0.414,5,-12.074,1,0.0355,0.0923,0.0049,0.0809,0.514,143.407,audio_features,313960,4
5f6a627061d3b237bb016367,0.715,0.579,1,-13.122,0,0.0515,0.0709,0.227,0.146,0.703,132.671,audio_features,239507,4
5f6a627061d3b237bb016368,0.355,0.707,11,-10.634,0,0.134,0.383,0.00000174,0.958,0.414,78.433,audio_features,254493,4
5f6a627061d3b237bb016369,0.729,0.989,9,-4.613,0,0.049,0.0102,0.0000445,0.443,0.84,126.47,audio_features,352906,4
5f6a627061d3b237bb01636a,0.731,0.75,2,-10.457,1,0.0321,0.0862,0.000388,0.202,0.639,135.406,audio_features,178987,4
